Mass,compounds,ElementalAssignment
490.2878111,unnamed,unassigned
490.299958,lipid,CHONS
490.3021482,protein,CHON
490.3052086,unnamed,unassigned
490.3059776,unnamed,unassigned
490.307198,unsatHC,CHON
490.3175687,lipid,CHON
490.3324513,unsatHC,CHON
490.3749575,lipid,CHON
490.376242,unnamed,unassigned
490.3768418,unnamed,unassigned
490.5986123,unnamed,unassigned
490.6004239,unnamed,unassigned
490.6015717,unnamed,unassigned
490.6201909,unnamed,unassigned
490.6213875,unnamed,unassigned
490.6226865,unnamed,unassigned
490.62345,unnamed,unassigned
490.6321969,unnamed,unassigned
490.6335774,unnamed,unassigned
490.6357223,unnamed,unassigned
490.6379117,unnamed,unassigned
490.6384572,unnamed,unassigned
490.6392077,unnamed,unassigned
490.6441087,unnamed,unassigned
490.6530265,unnamed,unassigned
490.655196,unnamed,unassigned
490.6652136,unnamed,unassigned
490.6822373,unnamed,unassigned
490.6835834,unnamed,unassigned
490.6926786,unnamed,unassigned
490.693209,unnamed,unassigned
490.69403,unnamed,unassigned
490.7012889,unnamed,unassigned
490.7039267,unnamed,unassigned
490.7053572,unnamed,unassigned
490.7099919,unnamed,unassigned
490.7127881,unnamed,unassigned
490.714813,unnamed,unassigned
490.7167095,unnamed,unassigned
490.7213688,unnamed,unassigned
490.7246884,unnamed,unassigned
490.7277385,unnamed,unassigned
490.729225,unnamed,unassigned
490.7382395,unnamed,unassigned
490.7471528,unnamed,unassigned
490.7481523,unnamed,unassigned
490.7514457,unnamed,unassigned
490.752868,unnamed,unassigned
490.7549234,unnamed,unassigned
490.7578317,unnamed,unassigned
490.7604262,unnamed,unassigned
490.7621663,condHC,CHOS
490.7627304,condHC,CHOS
490.7657635,unnamed,unassigned
490.7696951,unnamed,unassigned
490.7753467,unnamed,unassigned
490.7759027,unnamed,unassigned
490.7768093,unnamed,unassigned
490.7782399,unnamed,unassigned
490.7793176,unnamed,unassigned
490.7804444,condHC,CHOS
490.7822887,condHC,CHOS
490.7834269,unnamed,unassigned
490.7912563,condHC,CHONS
490.7921244,unnamed,unassigned
490.793194,unnamed,unassigned
490.7941575,condHC,CHONS
490.7955385,condHC,CHOS
490.796035,unnamed,unassigned
490.7973373,unnamed,unassigned
490.7982298,condHC,CHOS
490.8013212,condHC,CHOS
490.8022723,unnamed,unassigned
490.8031011,unnamed,unassigned
490.8041717,unnamed,unassigned
490.804883,unnamed,unassigned
490.8090528,condHC,CHONS
490.8104722,unnamed,unassigned
490.8127031,lignin,CHONS
490.8141826,unnamed,unassigned
490.8160216,condHC,CHOS
490.8172338,unnamed,unassigned
490.8271238,condHC,CHONS
490.8281673,condHC,CHONS
490.8290598,unnamed,unassigned
490.8305758,condHC,CHOS
490.8320011,unnamed,unassigned
490.8337159,condHC,CHOS
490.834213,condHC,CHOS
490.834874,condHC,CHOS
490.8358814,unnamed,unassigned
490.8367028,condHC,CHOS
490.8390872,unnamed,unassigned
490.8454705,condHC,CHONS
490.846717,unnamed,unassigned
490.8501578,unnamed,unassigned
490.8519687,condHC,CHOS
490.8535521,unnamed,unassigned
490.8544759,unnamed,CHOS
490.8551282,lignin,CHOS
490.860881,condHC,CHONS
490.8629089,condHC,CHONS
490.872329,unnamed,unassigned
490.8742497,lignin,CHOS
490.8798129,unnamed,CHONS
490.8804822,unnamed,CHONS
490.8814125,condHC,CHONSP
490.8830434,condHC,CHOS
490.8838623,condHC,CHOS
490.889231,unsatHC,CHOS
490.8901245,unnamed,unassigned
490.8929783,unsatHC,CHOS
490.8942403,unnamed,unassigned
490.8949029,amino_sugar,CHOS
490.8993936,unnamed,CHONSP
490.9053118,condHC,CHOS
490.9070947,condHC,CHOSP
490.9166687,unnamed,CHONP
490.9173866,unnamed,CHONP
490.9264024,unnamed,unassigned
490.9384848,condHC,CHOS
490.9394037,condHC,CHOSP
490.9407297,unnamed,CHOS
490.9424622,unnamed,CHOP
490.9436195,condHC,CHONSP
490.9450934,tannin,CHOS
490.953323,condHC,CHONP
490.9550078,condHC,CHOSP
490.9563234,condHC,CHOS
490.9634185,tannin,CHOS
490.9815816,tannin,CHOS
490.9892146,condHC,CHO
490.9999844,condHC,CHON
491.0025774,condHC,CHONSP
491.0039201,condHC,CHONS
491.0091207,condHC,CHOP
491.0103297,condHC,CHO
491.0180347,carbohydrate,CHOSP
491.021005,condHC,CHOS
491.0217662,condHC,CHON
491.0232572,condHC,CHOS
491.0240039,condHC,CHOS
491.0254894,condHC,CHO
491.0260426,condHC,CHO
491.0363506,condHC,CHON
491.0385475,condHC,CHOS
491.0410672,condHC,CHO
491.04534,condHC,CHOP
491.0466953,condHC,CHO
491.0501293,tannin,CHOS
491.0542006,amino_sugar,CHOS
491.0596697,condHC,CHOS
491.0617941,condHC,CHO
491.0623784,condHC,CHO
491.0646042,carbohydrate,CHONS
491.0679259,tannin,CHO
491.07426,condHC,CHOS
491.0748331,condHC,CHOS
491.0801771,lignin,CHONS
491.082087,carbohydrate,CHONS
491.0831006,lignin,CHO
491.0846127,lignin,CHONSP
491.0861667,tannin,CHOS
491.0921128,condHC,CHO
491.0960328,condHC,CHOS
491.096578,lignin,CHONSP
491.0974946,tannin,CHONS
491.0983667,condHC,CHO
491.1011889,carbohydrate,CHONS
491.104247,tannin,CHO
491.1089775,carbohydrate,CHOP
491.1094915,lignin,CHON
491.1106944,condHC,CHOS
491.1114471,condHC,CHOS
491.1174084,lignin,CHOS
491.1195036,lignin,CHO
491.1200429,lignin,CHONP
491.122585,lignin,CHOS
491.123097,lignin,CHOS
491.1284386,condHC,CHO
491.1325383,condHC,CHOS
491.1345905,lignin,CHO
491.1353566,lignin,CHONP
491.1406132,tannin,CHO
491.1456615,lignin,CHON
491.1479387,condHC,CHOS
491.1502021,condHC,CHO
491.1533964,lignin,CHOS
491.1541966,unsatHC,CHOS
491.1558868,lignin,CHO
491.1592145,protein,CHOS
491.161891,carbohydrate,CHO
491.162756,amino_sugar,CHOS
491.1633787,unnamed,unassigned
491.1647056,lignin,CHONS
491.1652914,condHC,CHO
491.1667836,lignin,CHON
491.1689186,unsatHC,CHOS
491.1695855,unnamed,unassigned
491.1705868,protein,CHONS
491.1719706,unsatHC,CHOS
491.176134,condHC,CHON
491.1770602,amino_sugar,CHO
491.178123,protein,CHOS
491.1799767,unsatHC,CHONS
491.1842982,unnamed,unassigned
491.1867787,lignin,CHO
491.1892608,protein,CHONS
491.1898028,lignin,CHOS
491.1922519,lignin,CHO
491.1931012,lignin,CHOS
491.195693,protein,CHOS
491.1965827,protein,CHOP
491.1974125,lignin,CHON
491.1985078,carbohydrate,CHO
491.1994571,unnamed,unassigned
491.2001515,unnamed,unassigned
491.2009587,lignin,CHONS
491.2052961,unsatHC,CHOS
491.2064664,protein,CHONS
491.208216,lignin,CHONP
491.2133377,protein,CHO
491.2145094,protein,CHOS
491.2152236,lipid,CHOS
491.2163711,unsatHC,CHONS
491.2204699,unnamed,unassigned
491.2231513,unsatHC,CHO
491.2252904,unnamed,CHONP
491.2260512,lignin,CHOS
491.2285885,lignin,CHO
491.2291524,protein,CHONP
491.2298279,lignin,CHOS
491.2307704,unnamed,unassigned
491.2377913,unsatHC,CHO
491.2416554,unsatHC,CHOS
491.2427417,unnamed,unassigned
491.2445324,lipid,CHONP
491.2496196,protein,CHO
491.2513526,lipid,CHOS
491.2527105,unnamed,unassigned
491.2571085,unnamed,unassigned
491.2593832,unsatHC,CHO
491.2616251,lipid,CHONS
491.2623495,unsatHC,CHOS
491.264949,lignin,CHO
491.2657968,protein,CHONP
491.2780452,unnamed,unassigned
491.279052,unnamed,unassigned
491.2798463,lignin,CHO
491.2809995,lipid,CHONP
491.2840832,lipid,CHONSP
491.2861226,protein,CHO
491.2924495,unnamed,unassigned
491.293468,unnamed,unassigned
491.2943833,unnamed,unassigned
491.2958157,unsatHC,CHO
491.3013734,lipid,CHO
491.3094026,unnamed,unassigned
491.3111089,unnamed,unassigned
491.3118368,unnamed,unassigned
491.314513,unnamed,unassigned
491.3174761,lipid,CHONP
491.3257123,unnamed,unassigned
491.3295998,unnamed,unassigned
491.3411319,lipid,CHOS
491.3508624,unnamed,unassigned
491.3519656,lipid,CHONS
491.3537925,lipid,CHONP
491.3686494,unnamed,unassigned
491.3701003,lipid,CHON
491.3871979,unnamed,unassigned
491.3901749,unnamed,unassigned
491.6920506,unnamed,unassigned
491.6958074,unnamed,unassigned
491.6995057,unnamed,unassigned
491.701724,unnamed,unassigned
491.7098434,unnamed,unassigned
491.7106249,unnamed,unassigned
491.7118651,unnamed,unassigned
491.7132709,unnamed,unassigned
491.7146295,unnamed,unassigned
491.7154006,unnamed,unassigned
491.7169432,unnamed,unassigned
491.7201414,unnamed,unassigned
491.7261186,unnamed,unassigned
491.7295242,unnamed,unassigned
491.7314339,unnamed,unassigned
491.7391034,unnamed,unassigned
491.7468687,unnamed,unassigned
491.749925,unnamed,unassigned
491.7516089,unnamed,unassigned
491.7609155,unnamed,unassigned
491.8016721,unnamed,unassigned
491.8294376,condHC,CHONS
491.8322255,unnamed,CHONS
491.8335784,unnamed,unassigned
491.835031,unnamed,unassigned
491.8355688,unnamed,unassigned
491.836636,unnamed,unassigned
491.8428008,unnamed,unassigned
491.8754255,unnamed,CHONS
491.8766049,condHC,CHONSP
491.8932386,unnamed,unassigned
491.8947231,unnamed,CHONSP
491.9252614,condHC,CHONSP
491.9388965,unsatHC,CHONS
491.9470117,condHC,CHONP
492.0023103,tannin,CHONS
492.0208021,condHC,CHON
492.0231384,carbohydrate,CHONS
492.0281403,lignin,CHOSP
492.0420379,condHC,CHON
492.0508018,condHC,CHONS
492.0527189,carbohydrate,CHOSP
492.0571397,condHC,CHON
492.0646659,lignin,CHOSP
492.0784545,lignin,CHON
492.1362591,tannin,CHON
492.1387787,condHC,CHONS
492.151123,lignin,CHON
492.159795,lignin,CHONS
492.1640133,unsatHC,CHONS
492.1646118,unsatHC,CHONSP
492.1807868,lignin,CHONS
492.1847194,lignin,CHONS
492.1854474,lignin,CHONS
492.1872338,lignin,CHON
492.1893686,unsatHC,CHOSP
492.1900415,unnamed,unassigned
492.1928703,lignin,CHON
492.1996984,lignin,CHONS
492.2004252,unsatHC,CHONS
492.202725,lignin,CHON
492.2037424,unsatHC,CHONS
492.2115635,unsatHC,CHONS
492.223799,lignin,CHON
492.2245291,lipid,CHONS
492.2264362,unnamed,unassigned
492.2309614,unnamed,unassigned
492.232604,unsatHC,CHONS
492.2450695,protein,CHON
492.2480189,unnamed,unassigned
492.2490398,protein,CHOP
492.2563124,protein,CHON
492.2814446,protein,CHON
492.2844483,unnamed,unassigned
492.3124219,lipid,CHONP
492.317823,protein,CHON
492.3206057,unnamed,unassigned
492.3460656,unnamed,unassigned
492.348943,lipid,CHONP
492.5956758,unnamed,unassigned
492.5968952,unnamed,unassigned
492.5975742,unnamed,unassigned
492.5987776,unnamed,unassigned
492.6183589,unnamed,unassigned
492.6195993,unnamed,unassigned
492.621431,unnamed,unassigned
492.6225717,unnamed,unassigned
492.6233567,unnamed,unassigned
492.6244438,unnamed,unassigned
492.6343041,unnamed,unassigned
492.6639352,unnamed,unassigned
492.6646387,unnamed,unassigned
492.6655738,unnamed,unassigned
492.6675945,unnamed,unassigned
492.6733583,unnamed,unassigned
492.6793196,unnamed,unassigned
492.680523,unnamed,unassigned
492.6817474,unnamed,unassigned
492.6828157,unnamed,unassigned
492.6868286,unnamed,unassigned
492.6887838,unnamed,unassigned
492.6906533,unnamed,unassigned
492.6912495,unnamed,unassigned
492.692027,unnamed,unassigned
492.7011302,unnamed,unassigned
492.7027181,unnamed,unassigned
492.706358,unnamed,unassigned
492.7071187,unnamed,unassigned
492.7076703,unnamed,unassigned
492.7094946,unnamed,unassigned
492.7113598,unnamed,unassigned
492.711986,unnamed,unassigned
492.7138257,unnamed,unassigned
492.7173027,unnamed,unassigned
492.7186575,unnamed,unassigned
492.7239487,unnamed,unassigned
492.7257086,unnamed,unassigned
492.7268334,unnamed,unassigned
492.728069,unnamed,unassigned
492.733447,unnamed,unassigned
492.7352661,unnamed,unassigned
492.7376399,unnamed,unassigned
492.7423538,unnamed,unassigned
492.7455304,unnamed,unassigned
492.7466648,unnamed,unassigned
492.7482907,unnamed,unassigned
492.7500595,unnamed,unassigned
492.753444,unnamed,unassigned
492.7546637,unnamed,unassigned
492.757416,unnamed,unassigned
492.7589561,unnamed,unassigned
492.7665263,unnamed,unassigned
492.771566,unnamed,unassigned
492.7723842,unnamed,unassigned
492.7734971,unnamed,unassigned
492.7749441,unnamed,unassigned
492.7760532,unnamed,unassigned
492.7768479,unnamed,unassigned
492.7794253,unnamed,unassigned
492.7834161,unnamed,unassigned
492.7849374,unnamed,unassigned
492.7880909,unnamed,unassigned
492.7894944,condHC,CHONS
492.7902002,unnamed,unassigned
492.7911707,unnamed,unassigned
492.7926057,unnamed,unassigned
492.7933728,unnamed,unassigned
492.7944068,unnamed,unassigned
492.7995265,unnamed,unassigned
492.8027113,unnamed,unassigned
492.8061594,unnamed,unassigned
492.8103193,unnamed,unassigned
492.8113997,condHC,CHOS
492.8119697,unnamed,unassigned
492.8126033,unnamed,unassigned
492.8143054,condHC,CHOS
492.8158458,unnamed,CHOS
492.816786,lignin,CHOS
492.8228755,unnamed,unassigned
492.8244506,condHC,CHONS
492.8249999,condHC,CHONS
492.8261415,unnamed,unassigned
492.8285214,condHC,CHOS
492.8300964,unnamed,unassigned
492.8306189,unnamed,unassigned
492.8318816,condHC,CHOS
492.8329796,unnamed,unassigned
492.8336186,unnamed,unassigned
492.8352919,lignin,CHOS
492.8372956,unnamed,unassigned
492.8417789,unnamed,unassigned
492.8424929,condHC,CHONS
492.8481615,unnamed,unassigned
492.8489907,condHC,CHOS
492.8505371,unnamed,unassigned
492.8518026,unnamed,unassigned
492.8528131,tannin,CHOS
492.8538409,lignin,CHOS
492.856408,unnamed,unassigned
492.8706308,tannin,CHOS
492.8780255,condHC,CHONS
492.8787851,unnamed,CHONSP
492.8805382,unnamed,unassigned
492.8820043,unnamed,CHONSP
492.8833959,condHC,CHOS
492.8900256,lignin,CHOS
492.9009618,condHC,CHOSP
492.9148122,condHC,CHONSP
492.9326263,condHC,CHONP
492.9362772,condHC,CHOP
492.9377728,condHC,CHOSP
492.9391192,unnamed,CHOS
492.940472,lignin,CHOS
492.9419582,condHC,CHONS
492.9485859,condHC,CHOS
492.9499697,unnamed,CHONS
492.9515526,condHC,CHOP
492.9525921,condHC,CHOS
492.9535146,condHC,CHO
492.9864434,tannin,CHONS
492.9898425,condHC,CHO
493.0027856,condHC,CHOS
493.004804,condHC,CHO
493.0060779,condHC,CHOS
493.0157488,condHC,CHON
493.0196394,condHC,CHO
493.0201984,condHC,CHO
493.020813,condHC,CHONP
493.0215364,unnamed,CHON
493.0228833,tannin,CHONS
493.0233896,condHC,CHOS
493.0243834,condHC,CHOS
493.0259729,condHC,CHO
493.0350906,condHC,CHO
493.0387916,condHC,CHOS
493.0398601,condHC,CHOS
493.0412335,condHC,CHO
493.0420105,lignin,CHONP
493.0431483,unsatHC,CHOS
493.0450759,lignin,CHOS
493.0461213,condHC,CHON
493.0487282,carbohydrate,CHONSP
493.0519554,carbohydrate,CHOP
493.0539719,condHC,CHOS
493.0564492,condHC,CHO
493.0610133,lignin,CHOP
493.0623223,tannin,CHO
493.0628825,tannin,CHONP
493.0650045,condHC,CHONS
493.0752565,condHC,CHOS
493.0762771,condHC,CHOS
493.0774875,condHC,CHO
493.078536,lignin,CHOS
493.0835838,tannin,CHO
493.085062,carbohydrate,CHONSP
493.088557,condHC,CHON
493.0901396,condHC,CHOS
493.0957063,lignin,CHONS
493.0986779,lignin,CHO
493.1015229,condHC,CHONS
493.1051281,carbohydrate,CHOS
493.1057034,carbohydrate,CHOS
493.1066472,amino_sugar,CHOSP
493.1076033,lignin,CHONS
493.1089063,condHC,CHONP
493.1116757,condHC,CHOS
493.1121774,lignin,CHONSP
493.1130062,tannin,CHONS
493.1139324,lignin,CHO
493.1146204,lignin,CHONP
493.1246619,carbohydrate,CHOP
493.1263827,condHC,CHOS
493.1272917,unnamed,unassigned
493.1293055,condHC,CHO
493.1317098,protein,CHONS
493.1327938,lignin,CHOS
493.1350282,lignin,CHO
493.1362461,lignin,CHOS
493.1384199,amino_sugar,CHOS
493.1441046,condHC,CHO
493.1447077,condHC,CHO
493.1481096,lignin,CHOS
493.150251,lignin,CHO
493.1511764,lignin,CHONP
493.1521299,carbohydrate,CHON
493.1634047,condHC,CHOS
493.165929,lignin,CHO
493.1675926,amino_sugar,CHON
493.1689516,lignin,CHOS
493.1714599,lignin,CHO
493.1747291,protein,CHOS
493.1804769,condHC,CHO
493.184533,unsatHC,CHOS
493.1858785,protein,CHONS
493.1867068,lignin,CHO
493.1873494,lignin,CHONP
493.1922768,amino_sugar,CHO
493.1943826,lipid,CHOSP
493.1998203,unnamed,unassigned
493.2005563,unnamed,unassigned
493.2024081,lignin,CHO
493.2045844,carbohydrate,CHONP
493.2053255,lignin,CHOS
493.2078537,lignin,CHO
493.2209073,unsatHC,CHOS
493.2219444,unnamed,unassigned
493.222781,lignin,CHO
493.2238221,lignin,CHONP
493.2288719,protein,CHO
493.2304857,lipid,CHOS
493.2310772,lipid,CHOS
493.232814,unnamed,unassigned
493.2362666,unnamed,unassigned
493.2387029,unsatHC,CHO
493.2392761,unnamed,unassigned
493.2420377,lignin,CHOS
493.2441554,lignin,CHO
493.2448273,protein,CHONP
493.2572612,unsatHC,CHOS
493.2585531,protein,CHONS
493.2594375,lignin,CHO
493.2602025,lipid,CHONP
493.2653727,protein,CHO
493.2726223,unnamed,unassigned
493.2737445,lipid,CHONS
493.275353,unsatHC,CHONP
493.2779297,unsatHC,CHOS
493.2805173,lipid,CHO
493.2810436,lipid,CHO
493.2817642,lipid,CHOS
493.283778,protein,CHOS
493.2936581,unnamed,unassigned
493.2952062,protein,CHONS
493.2957671,lignin,CHO
493.2966129,lipid,CHONP
493.3017097,protein,CHO
493.3115549,unsatHC,CHO
493.3169586,lipid,CHO
493.3302474,unnamed,unassigned
493.3564589,unnamed,unassigned
493.3570259,unnamed,unassigned
493.3584502,unnamed,unassigned
493.3664374,unnamed,unassigned
493.372036,lipid,CHOS
493.3819375,unnamed,unassigned
493.6654036,unnamed,unassigned
493.6663303,unnamed,unassigned
493.66706,unnamed,unassigned
493.6689128,unnamed,unassigned
493.6827948,unnamed,unassigned
493.6883341,unnamed,unassigned
493.7077128,unnamed,unassigned
493.7087355,unnamed,unassigned
493.7110691,unnamed,unassigned
493.7124962,unnamed,unassigned
493.7134562,unnamed,unassigned
493.714205,unnamed,unassigned
493.7223195,unnamed,unassigned
493.7252469,unnamed,unassigned
493.726055,unnamed,unassigned
493.7362025,unnamed,unassigned
493.7379263,unnamed,unassigned
493.7408563,unnamed,unassigned
493.7551503,unnamed,unassigned
493.758827,unnamed,unassigned
493.7599721,unnamed,unassigned
493.7616918,unnamed,unassigned
493.7677118,unnamed,unassigned
493.7707675,unnamed,unassigned
493.7721936,unnamed,unassigned
493.7736926,condHC,CHONS
493.7778612,unnamed,unassigned
493.781139,unnamed,unassigned
493.7819148,unnamed,unassigned
493.7832967,unnamed,unassigned
493.7908557,condHC,CHONS
493.7942346,unnamed,unassigned
493.7958704,unnamed,unassigned
493.7969287,unnamed,unassigned
493.8079387,unnamed,unassigned
493.8094339,condHC,CHONS
493.8159877,unnamed,unassigned
493.8263375,condHC,CHONS
493.8553285,condHC,CHONS
493.8720192,condHC,CHONS
493.8735002,condHC,CHONS
493.8751702,condHC,CHONS
493.8801513,unnamed,CHONS
493.9217972,condHC,CHONS
493.954964,condHC,CHONS
493.9998021,condHC,CHON
494.0085306,condHC,CHONS
494.0111805,lignin,CHOSP
494.0122634,condHC,CHONS
494.0242337,tannin,CHONS
494.0296066,carbohydrate,CHONSP
494.0363851,condHC,CHON
494.0449894,condHC,CHONS
494.0583706,tannin,CHONP
494.072798,condHC,CHON
494.0734556,lignin,CHONP
494.0940044,lignin,CHON
494.1010201,carbohydrate,CHONS
494.1305067,lignin,CHON
494.1461433,lignin,CHON
494.154547,condHC,CHON
494.1667959,lignin,CHON
494.1675964,lignin,CHONS
494.1692996,unnamed,unassigned
494.1801023,unsatHC,CHONSP
494.1829103,unsatHC,CHONS
494.1853709,lignin,CHONS
494.1889448,protein,CHONS
494.1908953,unsatHC,CHONS
494.1992659,amino_sugar,CHON
494.2030809,lignin,CHON
494.204858,unsatHC,CHOSP
494.2056914,unnamed,unassigned
494.2117814,lignin,CHONS
494.2192256,lipid,CHONP
494.2246866,amino_sugar,CHON
494.2256334,protein,CHONS
494.2273017,unsatHC,CHONS
494.2421179,unnamed,unassigned
494.2427226,protein,CHONS
494.2454185,unnamed,unassigned
494.2459265,unnamed,unassigned
494.260743,protein,CHON
494.2637541,unnamed,unassigned
494.2812453,unsatHC,CHON
494.2972356,protein,CHON
494.3002985,unnamed,unassigned
494.3349651,unnamed,unassigned
494.3596612,lipid,CHON
494.5927181,unnamed,unassigned
494.5946917,unnamed,unassigned
494.5956516,unnamed,unassigned
494.615564,unnamed,unassigned
494.6184174,unnamed,unassigned
494.6189982,unnamed,unassigned
494.6201847,unnamed,unassigned
494.6213499,unnamed,unassigned
494.6219898,unnamed,unassigned
494.6312839,unnamed,unassigned
494.6472368,unnamed,unassigned
494.6550357,unnamed,unassigned
494.6608145,unnamed,unassigned
494.6619414,unnamed,unassigned
494.6627306,unnamed,unassigned
494.6632839,unnamed,unassigned
494.6653678,unnamed,unassigned
494.6659572,unnamed,unassigned
494.6713331,unnamed,unassigned
494.6763275,unnamed,unassigned
494.6774983,unnamed,unassigned
494.6786634,unnamed,unassigned
494.6847624,unnamed,unassigned
494.6883914,unnamed,unassigned
494.6900366,unnamed,unassigned
494.6909017,unnamed,unassigned
494.6916142,unnamed,unassigned
494.6984158,unnamed,unassigned
494.7039565,unnamed,unassigned
494.7046323,unnamed,unassigned
494.7052082,unnamed,unassigned
494.7065491,unnamed,unassigned
494.7074463,unnamed,unassigned
494.7082874,unnamed,unassigned
494.7093406,unnamed,unassigned
494.7099802,unnamed,unassigned
494.7113631,unnamed,unassigned
494.7143659,unnamed,unassigned
494.7156137,unnamed,unassigned
494.721233,unnamed,unassigned
494.7238627,unnamed,unassigned
494.7253164,unnamed,unassigned
494.7264121,unnamed,unassigned
494.7273892,unnamed,unassigned
494.7283354,unnamed,unassigned
494.7305861,unnamed,unassigned
494.7322317,unnamed,unassigned
494.742864,unnamed,unassigned
494.7437987,unnamed,unassigned
494.7446789,unnamed,unassigned
494.7461179,unnamed,unassigned
494.7475587,unnamed,unassigned
494.7481861,unnamed,unassigned
494.7502291,unnamed,unassigned
494.7508102,unnamed,unassigned
494.7515246,unnamed,unassigned
494.7525556,unnamed,unassigned
494.7542999,unnamed,unassigned
494.7583821,unnamed,unassigned
494.7600435,unnamed,unassigned
494.7636552,unnamed,unassigned
494.7643215,unnamed,unassigned
494.7651776,unnamed,unassigned
494.7715727,unnamed,unassigned
494.7728739,unnamed,unassigned
494.7733944,unnamed,unassigned
494.7742347,unnamed,unassigned
494.7749796,condHC,CHOS
494.7768754,unnamed,unassigned
494.7784731,unnamed,unassigned
494.779592,unnamed,unassigned
494.7859382,condHC,CHONS
494.7872604,unnamed,unassigned
494.787944,unnamed,unassigned
494.7885364,unnamed,unassigned
494.7890327,unnamed,unassigned
494.7904781,condHC,CHOS
494.7917053,unnamed,unassigned
494.792867,condHC,CHOS
494.7946412,unnamed,unassigned
494.7989105,unnamed,unassigned
494.8005628,unnamed,unassigned
494.8018952,condHC,CHONS
494.8054669,condHC,CHONS
494.806511,unnamed,unassigned
494.8092051,unnamed,unassigned
494.8097578,unnamed,unassigned
494.8105212,condHC,CHOS
494.8179387,unnamed,unassigned
494.8197274,condHC,CHONS
494.8203935,unnamed,unassigned
494.8213902,unnamed,unassigned
494.8220235,condHC,CHONS
494.8230854,condHC,CHONS
494.824742,unnamed,unassigned
494.8271173,condHC,CHOS
494.8288933,condHC,CHOS
494.8297805,condHC,CHOS
494.8318874,tannin,CHOS
494.8325412,lignin,CHOS
494.8342627,unnamed,unassigned
494.8395922,condHC,CHONS
494.8402725,condHC,CHONS
494.8434231,condHC,CHOS
494.8440769,condHC,CHOS
494.8452013,unnamed,unassigned
494.8484274,unnamed,unassigned
494.8496971,unnamed,unassigned
494.8505728,tannin,CHOS
494.8575936,unnamed,CHONS
494.8596514,lignin,CHONS
494.867393,unnamed,unassigned
494.8709879,unnamed,unassigned
494.8755564,unnamed,CHONS
494.8775233,condHC,CHOS
494.87889,condHC,CHOS
494.8811604,condHC,CHOS
494.8832922,lignin,CHOS
494.8850908,unnamed,unassigned
494.9119563,unnamed,CHONS
494.9283339,condHC,CHOSP
494.931282,condHC,CHOP
494.9327979,unnamed,CHO
494.9341584,condHC,CHOS
494.9355193,lignin,CHOS
494.9361875,unnamed,unassigned
494.9372962,unnamed,CHOP
494.938883,condHC,CHONSP
494.9393931,condHC,CHONSP
494.9484194,condHC,CHONP
494.9501734,condHC,CHOSP
494.9606178,condHC,CHONSP
494.9730186,tannin,CHOS
494.9745721,condHC,CHONP
494.9840133,condHC,CHO
494.9911485,tannin,CHOS
494.9967339,condHC,CHOS
494.9978473,condHC,CHOS
494.9990063,condHC,CHO
494.9997886,condHC,CHO
495.0017997,tannin,CHONS
495.0024117,condHC,CHOS
495.0029729,condHC,CHOS
495.0052043,condHC,CHO
495.0177692,condHC,CHOS
495.0183648,condHC,CHOS
495.0206063,condHC,CHO
495.0211819,condHC,CHONP
495.0223866,condHC,CHOSP
495.0313568,condHC,CHON
495.035636,condHC,CHO
495.0362718,condHC,CHONP
495.0401779,condHC,CHOP
495.0416959,tannin,CHO
495.0423058,tannin,CHONP
495.0430084,lignin,CHONSP
495.0546099,condHC,CHOS
495.0568511,condHC,CHO
495.0574016,lignin,CHONP
495.0679118,condHC,CHON
495.072183,condHC,CHO
495.0731804,condHC,CHOS
495.0780028,tannin,CHO
495.0785479,tannin,CHONP
495.087074,condHC,CHO
495.0909194,condHC,CHOS
495.0916165,unsatHC,CHOS
495.0931701,lignin,CHO
495.0938076,lignin,CHONP
495.1041101,lignin,CHON
495.1058576,condHC,CHOS
495.1066482,condHC,CHONSP
495.1144001,lignin,CHO
495.1150627,carbohydrate,CHONP
495.1211457,carbohydrate,CHOS
495.123316,condHC,CHO
495.1245872,condHC,CHONP
495.1273545,lignin,CHOS
495.128065,unnamed,unassigned
495.1295588,lignin,CHO
495.1302515,lignin,CHONP
495.1322403,carbohydrate,CHONS
495.1387921,condHC,CHO
495.1401897,carbohydrate,CHOP
495.1422339,condHC,CHOS
495.1428814,condHC,CHOS
495.1452557,lignin,CHO
495.1476431,protein,CHONS
495.1506589,lignin,CHO
495.1597518,condHC,CHO
495.1611524,unnamed,unassigned
495.1626399,lignin,CHONS
495.1637413,lignin,CHOS
495.1642636,lignin,CHONSP
495.1657941,lignin,CHO
495.1665541,lignin,CHONP
495.1721803,amino_sugar,CHO
495.1736642,protein,CHOSP
495.1791325,unsatHC,CHOS
495.1801219,unnamed,unassigned
495.1815562,lignin,CHO
495.1830886,amino_sugar,CHON
495.1839341,carbohydrate,CHONP
495.1846195,lignin,CHOS
495.1870643,lignin,CHO
495.1904784,protein,CHOS
495.1919177,protein,CHOP
495.1977858,unnamed,unassigned
495.2001922,unsatHC,CHOS
495.2008475,unnamed,unassigned
495.2015093,protein,CHONS
495.2023438,lignin,CHO
495.2031871,lignin,CHONP
495.20697,lipid,CHOP
495.2077102,unsatHC,CHON
495.2100291,lipid,CHOSP
495.215519,unnamed,unassigned
495.2164537,unnamed,unassigned
495.2179252,lignin,CHO
495.2186433,unnamed,unassigned
495.2203728,protein,CHONS
495.2210713,lignin,CHOS
